"","author_list","title","journal","year","language","language_comments","evidence_point_ID","country","country_comments","locality","coordinates_N","coordinates_E","year_start","year_end","elevation","elevation_DEM","study_design","study_design_comments","experimental_design","study_method","study_method_comments","exposure_quantification","exposure_quantification_comments","additional_exposures","additional_treatments_comments","extent_of_spatial_scale","spatial_resolution_recorded","spatial_resolution_reported","extent_of_temporal_scale","temporal_resolution","redundancy","biological_organization_level_recorded","biological_organization_recorded_comments","biological_organization_level_reported","biological_organization_reported_comments","identity_of_biological_organization_unit","management_plant","conservation_plant","conservation_plant_comments","measured_response_variable","measured_response_comments","herbivore_identity","herbivore_type","herbivore_type_comments","herbivory_season","herbivory_season_comment","effect_type","effect_type_comments","management_herbivore","management_herbivore_comments","conservation_herbivore","conservation_herbivore_comments","management","management_area","conservation_study_area","conservation_study_area_comment","temperature","temperature_measure","precipitation","precipitation_measure","distance_from_coast","soil_type.","productivity_P","habitat_type_P","disturbance","disturbance_comment","food_web_context_other_herbivores","food_web_context_predators","conservation_focus","comment","coding.person","coding.checked","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","north_of_treeline","ArcticHerbivore_Species.richness","ArcticHerbivore_Phylogenetic.diversity","ArcticHerbivore_Functional.diversity","GPW","Footprint","Current.NDVI","CurrentGrowingSeasonLength","NDVI.trend","GrowingSeasonLength.trend","Temperature.anomaly","coords.x1","coords.x2","optional"
"520","Falk","Plant-soil-herbivore interactions in a high Arctic wetland - Feedbacks to the carbon cycle","PhD thesis",2014,"english",NA,"3273_a","Greenland",NA,"Zackenberg",74.46667,-20.56667,"2012","2012","not reported",49,"experimental",NA,"control-impact","greenhouse",NA,"simulated herbivory",NA,"none",NA,"not relevant","not relevant","not relevant","1","once","not redundant","community",NA,"community",NA,"mire_vegetation","not reported","not reported",NA,"physiological response","C allocation patterns (% 14C)","Ovibos_moschatus","other vertebrates",NA,"not reported",NA,"removal of plant parts",NA,"non-managed",NA,"not relevant",NA,"not reported","not reported","not reported",NA,"-9","annual_mean","260","annual_mean",28.067665723597,"R","not reported","not relevant","not reported",NA,"not reported","not reported","not reported","this evidence point corresponds only to chapter 3 in the thesis (the only one unpublished), as the others are reported separately in the corresponding papers. Original identity of plant: veground (green leaves + mosses, withered leaves + mosses), belowground (roots+stems). Habitat:  (study conducted in the greenhouse, but samples taken from a High Arctic mire). Greenhouse experiment simulated summer conditions at Zackenberg :)","Isabel C Barrio","Eeva Soininen",-110,69,21,9272,61,-263,324,-42,-73,19,-212,248,27,11,23,76,39,60,66,NA,0.072463768115942,0.302157187221408,0.760145666278817,0,13.7318655144264,NA,NA,NA,NA,3.71344280478647,-20.56667,74.46667,TRUE
"521","Beck, Elverland, Støvern","Local environmental and grazing gradients outweigh macroclimatic factors in controlling carbon and nitrogen levels in arctic plants","UNIS Publication Series",2006,"english",NA,"3359_a","Svalbard/Jan Mayen",NA,"Bohemanflya",78.406111,14.690556,"not reported","not reported","not reported",4,"observational",NA,"not relevant","field",NA,"spatial contrast/gradient",NA,"not relevant",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","larger than 1000x1000 m","1","once","not redundant","individual",NA,"population/species",NA,"Salix_polaris, Dryas_octopetala, Saxifraga_oppositifolia, Luzula_confusa","not reported","not reported",NA,"physiological response","leaf tissue C/N","Rangifer_tarandus, geese","several","other vertebrates, waterfowl","not reported",NA,"several","removal of plant parts, fertilizing, disturbance, inducing the production of secondary compounds","not reported",NA,"not reported",NA,"not reported","not reported","not reported",NA,"4_6","July_mean_range","not reported","not reported",14.5359499173867,NA,"not reported","zonal_habitat, ridge_habitat","not reported",NA,"not reported","not reported","not reported","They appear to have quite a few errors in their lat/long coordinates for different sites, but my best guess from what I can see is that all of their plots within a site are within a 1 km x 1 km area. Original habitat: middle arctic tundra.. bedrock is marine deposits, possibly calcareous, and strongly eroded sandstone","Kelly Hopping","Eeva Soininen",-54,43,17,6959,74,-168,242,3,-39,41,-134,307,34,14,23,95,50,78,80,NA,0.072463768115942,0.275223722312711,0.688954841382522,0.103545975406514,5.41843038316683,NA,NA,NA,NA,5.69186466146753,14.690556,78.406111,TRUE
"522","Beck, Elverland, Støvern","Local environmental and grazing gradients outweigh macroclimatic factors in controlling carbon and nitrogen levels in arctic plants","UNIS Publication Series",2006,"english",NA,"3359_b","Svalbard/Jan Mayen",NA,"Magdalenafjorden",79.556944,11.018611,"not reported","not reported","not reported",233,"observational",NA,"not relevant","field",NA,"spatial contrast/gradient",NA,"not relevant",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","larger than 1000x1000 m","1","once","not redundant","individual",NA,"population/species",NA,"Salix_polaris, Dryas_octopetala, Saxifraga_oppositifolia, Luzula_confusa","not reported","not reported",NA,"physiological response","leaf tissue C/N","Rangifer_tarandus, geese","several","other vertebrates, waterfowl","not reported",NA,"several","removal of plant parts, fertilizing, disturbance, inducing the production of secondary compounds","not reported",NA,"not reported",NA,"not reported","not reported","not reported",NA,"2.5_4","July_mean_range","not reported","not reported",12.2874571851426,NA,"not reported","zonal_habitat, ridge_habitat","not reported",NA,"not reported","not reported","not reported","They appear to have quite a few errors in their lat/long coordinates for different sites, but my best guess from what I can see is that all of their plots within a site are within a 1 km x 1 km area. Original habitat: northern arctic tundra.. bedrock is gneiss","Kelly Hopping","Eeva Soininen",-67,41,18,6432,50,-170,220,-13,-56,20,-140,392,47,20,25,128,65,96,104,990.979858794214,NA,NA,NA,0.101904451982542,10.4847391092844,NA,NA,NA,NA,6.27214375886779,11.018611,79.556944,TRUE
"523","Beck, Elverland, Støvern","Local environmental and grazing gradients outweigh macroclimatic factors in controlling carbon and nitrogen levels in arctic plants","UNIS Publication Series",2006,"english",NA,"3359_c","Svalbard/Jan Mayen",NA,"Forkdalen",79.531389,15.205278,"not reported","not reported","not reported",12,"observational",NA,"not relevant","field",NA,"spatial contrast/gradient",NA,"not relevant",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","larger than 1000x1000 m","1","once","not redundant","individual",NA,"population/species",NA,"Salix_polaris, Dryas_octopetala, Saxifraga_oppositifolia, Luzula_confusa","not reported","not reported",NA,"physiological response","leaf tissue C/N","Rangifer_tarandus, geese","several","other vertebrates, waterfowl","not reported",NA,"several","removal of plant parts, fertilizing, disturbance, inducing the production of secondary compounds","not reported",NA,"not reported",NA,"not reported","not reported","not reported",NA,"2.5_4","July_mean_range","not reported","not reported",14.1325165964961,NA,"not reported","zonal_habitat, ridge_habitat","not reported",NA,"not reported","not reported","not reported","They appear to have quite a few errors in their lat/long coordinates for different sites, but my best guess from what I can see is that all of their plots within a site are within a 1 km x 1 km area. Original habitat: northern arctic tundra.. bedrock is sanstone and Eifelian shale","Kelly Hopping","Eeva Soininen",-69,42,16,7341,65,-187,252,-9,-53,31,-153,250,30,12,26,80,40,63,68,971.187933487322,NA,NA,NA,0.109896961871391,11.4410228413346,NA,NA,NA,NA,6.27214375886779,15.205278,79.531389,TRUE
"524","Beck, Elverland, Støvern","Local environmental and grazing gradients outweigh macroclimatic factors in controlling carbon and nitrogen levels in arctic plants","UNIS Publication Series",2006,"english",NA,"3359_d","Svalbard/Jan Mayen",NA,"Kinnvika",80.054444,18.251667,"not reported","not reported","not reported",82,"observational",NA,"not relevant","field",NA,"spatial contrast/gradient",NA,"not relevant",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","larger than 1000x1000 m","1","once","not redundant","individual",NA,"population/species",NA,"Salix_polaris, Dryas_octopetala, Saxifraga_oppositifolia, Luzula_confusa","not reported","not reported",NA,"physiological response","leaf tissue C/N","Rangifer_tarandus, geese","several","other vertebrates, waterfowl","not reported",NA,"several","removal of plant parts, fertilizing, disturbance, inducing the production of secondary compounds","not reported",NA,"not reported",NA,"not reported","not reported","not reported",NA,"1_2.5","July_mean_range","not reported","not reported",12.7202581867766,NA,"not reported","zonal_habitat, ridge_habitat","not reported",NA,"not reported","not reported","not reported","They appear to have quite a few errors in their lat/long coordinates for different sites, but my best guess from what I can see is that all of their plots within a site are within a 1 km x 1 km area. Original habitat: northern arctic tundra and arctic polar desert.. bedrock is calcareous with some marble/dolomite'","Kelly Hopping","Eeva Soininen",-70,43,17,7005,57,-185,242,-12,-57,25,-150,223,27,10,28,72,34,53,62,994.352155448751,NA,NA,NA,0.0807910228856685,11.0618406849184,NA,NA,NA,NA,6.27214375886779,18.251667,80.054444,TRUE
"525","Beck, Elverland, Støvern","Local environmental and grazing gradients outweigh macroclimatic factors in controlling carbon and nitrogen levels in arctic plants","UNIS Publication Series",2006,"english",NA,"3359_h","Svalbard/Jan Mayen",NA,"Colesdalen",78.110556,15.062222,"not reported","not reported","not reported",190,"observational",NA,"not relevant","field",NA,"spatial contrast/gradient",NA,"not relevant",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","larger than 1000x1000 m","1","once","not redundant","individual",NA,"population/species",NA,"Salix_polaris, Dryas_octopetala, Saxifraga_oppositifolia, Luzula_confusa","not reported","not reported",NA,"physiological response","leaf tissue C/N","Rangifer_tarandus, geese","several","other vertebrates, waterfowl","not reported",NA,"several","removal of plant parts, fertilizing, disturbance, inducing the production of secondary compounds","not reported",NA,"not reported",NA,"not reported","not reported","not reported",NA,"4_6","July_mean_range","not reported","not reported",14.5359499173867,NA,"not reported","zonal_habitat, ridge_habitat","not reported",NA,"not reported","not reported","not reported","They appear to have quite a few errors in their lat/long coordinates for different sites, but my best guess from what I can see is that all of their plots within a site are within a 1 km x 1 km area. Original habitat: middle arctic tundra","Kelly Hopping","Eeva Soininen",-58,43,17,7124,73,-174,247,0,-42,40,-139,286,33,14,23,90,48,74,74,NA,0.072463768115942,0.275223722312711,0.688954841382522,0.103545975406514,5.41843038316683,NA,NA,NA,NA,5.69186466146753,15.062222,78.110556,TRUE
"526","Aastrup, Raundrup, Feilberg, Henning Krogh, Schmidt, Nabe-Nielsen","Effects of large herbivores on biodiversity of vegetation and soil microarthropods in low Arctic Greenland","Scientific Report from DCE – Danish Centre for Environment and Energy",2014,"english",NA,"3386_a","Greenland",NA,"Kiattuut",60.893097,-45.594764,"1985","2012","not reported",494,"experimental",NA,"control-impact","field",NA,"exclosure",NA,"none",NA,"not reported","up to  1x1 m (including 1x1 m)","from 10x10 m to 100x100 m (including 100x100 m)","28","once","not redundant","population/species",NA,"several","population/species, groups of species","shrubs, graminoids, herbs, lichen, moss. List of species in Table 3 (page 22)","not reported","not reported",NA,"several","cover, population density","Rangifer_tarandus_groenlandicus","other vertebrates",NA,"not reported",NA,"not reported",NA,"non-managed",NA,"no concern",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",36.3156259208438,"R","not reported","not reported","not reported",NA,"not reported","not reported","not reported",NA,"Isabel C Barrio","Eeva Soininen, Isabel C Barrio",-9,68,29,5588,113,-114,227,-7,-21,66,-74,1011,112,65,17,304,204,271,232,8.66718151962734,NA,NA,NA,0.864250262726599,10.8253017211899,NA,NA,NA,NA,1.15299700562519,-45.594764,60.893097,TRUE
"527","Aastrup, Raundrup, Feilberg, Henning Krogh, Schmidt, Nabe-Nielsen","Effects of large herbivores on biodiversity of vegetation and soil microarthropods in low Arctic Greenland","Scientific Report from DCE – Danish Centre for Environment and Energy",2014,"english",NA,"3386_b","Greenland",NA,"Akia",64.731219,-51.326699,"2004","2012","not reported",10,"experimental",NA,"control-impact","field",NA,"exclosure",NA,"none",NA,"not reported","up to  1x1 m (including 1x1 m)","from 10x10 m to 100x100 m (including 100x100 m)","9","once","not redundant","population/species",NA,"population/species","population/species, groups of species","shrubs, graminoids, herbs, lichen, moss. List of species in Table 3 (page 22)","not reported","not reported",NA,"several","cover, population density","Ovis_aries","other vertebrates",NA,"not reported",NA,"not reported",NA,"domesticated",NA,"no concern",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",46.5067423894097,"R","not reported","not reported","not reported",NA,"not reported","not reported","not reported",NA,"Isabel C Barrio","Eeva Soininen, Isabel C Barrio",-18,64,25,6618,117,-131,248,64,-80,69,-98,553,65,32,26,189,99,170,103,462.278889203058,NA,NA,NA,3.2856667544309,20.5537060715622,NA,NA,NA,NA,0.140589374660664,-51.326699,64.731219,TRUE
"528","Lund, Hansen, Bay","Græsningsvurdering af dværgbuskheder i Eqaluit ilorliit og Qasigiannguit, i Ameralik-fjord, jagtområde Kujataa","Teknisk rapport Pinngortitaleriffik, Grønlands Naturinstitut",2000,"other","danish","3411_a","Greenland",NA,"Eqaluit Ilorliit",64.144238,-50.47093,"2000","2000","24_400",60,"observational",NA,"not relevant","field",NA,"spatial contrast/gradient",NA,"none",NA,"from 1x1 km to 10x10 km","up to  1x1 m (including 1x1 m)","from  1x1 m to 10x10 m (including 10x10m)","1","once","not redundant","population/species",NA,"groups of species",NA,"lichens, graminoids, forbs, mosses, dwarf_shrubs","not reported","not reported",NA,"cover",NA,"Rangifer_tarandus","other vertebrates",NA,"year-round",NA,"several","removal of plant parts, disturbance","hunted",NA,"not reported",NA,"managed herbivore","current","not reported",NA,"10.9, -9.6","warmest_month_mean, coldest_month_mean","255","annual_sum",40.9997141791605,NA,"productive_moss_dwarf-shrub_heath","moss-rich_dwarf-shrub_tundra","not reported",NA,"not reported","not reported","not reported","The analysis was done during one year at three sites, but in the text they also unformally compared the results to older observations. Authors also report complete species list. Eeva comments: split the evidence point to three localities, as results described separately for them. Weather data from Kapsillit.","Dorothee Ehrich","Eeva Soininen",-18,64,26,6301,111,-127,238,59,-38,65,-93,636,71,37,22,208,117,189,125,346.929951492824,NA,NA,NA,0.00663470283114001,4.4266539490918,NA,NA,NA,NA,0.133828084686712,-50.47093,64.144238,TRUE
"529","Lund, Hansen, Bay","Græsningsvurdering af dværgbuskheder i Eqaluit ilorliit og Qasigiannguit, i Ameralik-fjord, jagtområde Kujataa","Teknisk rapport Pinngortitaleriffik, Grønlands Naturinstitut",2000,"other","danish","3411_b","Greenland",NA,"Qasigiannguit",64.08,-51,"2000","2000","44_263",50,"observational",NA,"not relevant","field",NA,"spatial contrast/gradient",NA,"none",NA,"from 1x1 km to 10x10 km","up to  1x1 m (including 1x1 m)","from  1x1 m to 10x10 m (including 10x10m)","1","once","not redundant","population/species",NA,"groups of species",NA,"lichens, graminoids, forbs, mosses, dwarf_shrubs","not reported","not reported",NA,"cover",NA,"Rangifer_tarandus","other vertebrates",NA,"year-round",NA,"several","removal of plant parts, disturbance","hunted",NA,"not reported",NA,"managed herbivore","current","not reported",NA,"10.9, -9.6","warmest_month_mean, coldest_month_mean","255","annual_sum",40.9997141791605,"R","productive_moss_dwarf-shrub_heath","moss-rich_dwarf-shrub_tundra, lichen_heath","not reported",NA,"not reported","not reported","not reported","The analysis was done during one year at three sites, but in the text they also unformally compared the results to older observations. Authors also report complete species list. Eeva comments: split the evidence point to three localities, as results described separately for them. Weather data from Kapsillit.","Dorothee Ehrich","Eeva Soininen",-26,59,25,6098,99,-132,231,50,-48,54,-99,719,79,43,21,232,136,210,143,346.929951492824,NA,NA,NA,3.2856667544309,20.5537060715622,NA,NA,NA,NA,0.0969133820034076,-51,64.08,TRUE
"530","Palmer, Rouse","Study of the Alaska tundra with reference to its reaction to reindeer and other grazing","Research Report",1945,"english",NA,"3415_a","Alaska",NA,"Cape Etolin",60.25,-166.0833,"1927","not reported","not reported",93,"experimental",NA,"control-impact","field",NA,"simulated herbivory","clipping within a fenced area","none",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","not relevant","not reported","once","not redundant","individual",NA,"population/species",NA,"grasses, grasslike_plants, forbs, shrubs, mosses, lichens, species list available (pages 4-7)","not reported","not reported",NA,"several","population density, diversity","Rangifer_tarandus","other vertebrates","the study uses clipping and removing vegetation (but they look at potential effects on vegetation of reindeer and to a lesser extent muskoxen)","not reported",NA,"several","removal of plant parts, disturbance","not reported",NA,"not relevant",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",16.6314542752529,"G","not reported","transitional_beach","fire",NA,"not reported","not reported","not reported","similar experimental manipulations at different sites  (sometimes several habitats at each site) --> separate evidence points. Original habitat list: different types of tundra vegetation: beach-transition type, sand-dune type, coast-sandspit grass-weed type, coast sandspit lichen-browse type, tundra-lichen type, wet-tundra sedge type, grass-browse type, woodland-moss type, alpine dryas type, overgrazed-tundra browse lichen type, overgrazed-tundra sedge-weed type and overgrazed browse-grass type. Measured response: population density, diversity (presence of species)","Isabel C Barrio","Eeva Soininen",-10,64,24,7449,127,-139,266,54,-80,87,-97,701,132,26,55,316,94,255,103,NA,0.276740445472296,0.544965006799409,0.926160854259283,0.00981649389633766,3.31170325992566,149.287723239609,187.894388422261,-2.38717784242629,-2.71832475515973,6.1186105629993,-166.0833,60.25,TRUE
"531","Palmer, Rouse","Study of the Alaska tundra with reference to its reaction to reindeer and other grazing","Research Report",1945,"english",NA,"3415_b","Alaska",NA,"Pastolik",62.998351,-163.302279,"1927","not reported","not reported",1,"experimental",NA,"control-impact","field",NA,"simulated herbivory","clipping within a fenced area","none",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","not relevant","not reported","once","not redundant","individual",NA,"population/species",NA,"grasses, grasslike_plants, forbs, shrubs, mosses, lichens, species list available (pages 4-7)","not reported","not reported",NA,"several","population density, diversity","Rangifer_tarandus","other vertebrates","the study uses clipping and removing vegetation (but they look at potential effects on vegetation of reindeer and to a lesser extent muskoxen)","not reported",NA,"several","removal of plant parts, disturbance","not reported",NA,"not relevant",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",81.7017938201433,"G","not reported","transitional_beach","fire",NA,"not reported","not reported","not reported","similar experimental manipulations at different sites  (sometimes several habitats at each site) --> separate evidence points. Original habitat list: different types of tundra vegetation: beach-transition type, sand-dune type, coast-sandspit grass-weed type, coast sandspit lichen-browse type, tundra-lichen type, wet-tundra sedge type, grass-browse type, woodland-moss type, alpine dryas type, overgrazed-tundra browse lichen type, overgrazed-tundra sedge-weed type and overgrazed browse-grass type. Measured response: population density, diversity (presence of species)","Isabel C Barrio","Eeva Soininen",-24,77,22,10106,157,-188,345,98,-108,108,-146,452,102,18,67,231,58,189,64,-0.27239092498231,0.27536231884058,0.543915321389614,0.929792368159149,0.168412720133856,3.74318217184621,NA,NA,NA,NA,6.41195485327143,-163.302279,62.998351,TRUE
"532","Palmer, Rouse","Study of the Alaska tundra with reference to its reaction to reindeer and other grazing","Research Report",1945,"english",NA,"3415_c","Alaska",NA,"Pastolik",62.998351,-163.302279,"1927","not reported","not reported",1,"experimental",NA,"control-impact","field",NA,"simulated herbivory","clipping within a fenced area","none",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","not relevant","not reported","once","not redundant","individual",NA,"population/species",NA,"grasses, grasslike_plants, forbs, shrubs, mosses, lichens, species list available (pages 4-7)","not reported","not reported",NA,"several","population density, diversity","Rangifer_tarandus","other vertebrates","the study uses clipping and removing vegetation (but they look at potential effects on vegetation of reindeer and to a lesser extent muskoxen)","not reported",NA,"several","removal of plant parts, disturbance","not reported",NA,"not relevant",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",81.7017938201433,"G","not reported","lichen_tundra","fire",NA,"not reported","not reported","not reported","similar experimental manipulations at different sites  (sometimes several habitats at each site) --> separate evidence points. Original habitat list: different types of tundra vegetation: beach-transition type, sand-dune type, coast-sandspit grass-weed type, coast sandspit lichen-browse type, tundra-lichen type, wet-tundra sedge type, grass-browse type, woodland-moss type, alpine dryas type, overgrazed-tundra browse lichen type, overgrazed-tundra sedge-weed type and overgrazed browse-grass type. Measured response: population density, diversity (presence of species)","Isabel C Barrio","Eeva Soininen",-24,77,22,10106,157,-188,345,98,-108,108,-146,452,102,18,67,231,58,189,64,-0.27239092498231,0.27536231884058,0.543915321389614,0.929792368159149,0.168412720133856,3.74318217184621,NA,NA,NA,NA,6.41195485327143,-163.302279,62.998351,TRUE
"533","Palmer, Rouse","Study of the Alaska tundra with reference to its reaction to reindeer and other grazing","Research Report",1945,"english",NA,"3415_d","Alaska",NA,"Pastolik",62.998351,-163.302279,"1927","not reported","not reported",1,"experimental",NA,"control-impact","field",NA,"simulated herbivory","clipping within a fenced area","none",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","not relevant","not reported","once","not redundant","individual",NA,"population/species",NA,"grasses, grasslike_plants, forbs, shrubs, mosses, lichens, species list available (pages 4-7)","not reported","not reported",NA,"several","population density, diversity","Rangifer_tarandus","other vertebrates","the study uses clipping and removing vegetation (but they look at potential effects on vegetation of reindeer and to a lesser extent muskoxen)","not reported",NA,"several","removal of plant parts, disturbance","not reported",NA,"not relevant",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",81.7017938201433,"G","not reported","overgrazed_sedge-weed_tundra","fire",NA,"not reported","not reported","not reported","similar experimental manipulations at different sites  (sometimes several habitats at each site) --> separate evidence points. Original habitat list: different types of tundra vegetation: beach-transition type, sand-dune type, coast-sandspit grass-weed type, coast sandspit lichen-browse type, tundra-lichen type, wet-tundra sedge type, grass-browse type, woodland-moss type, alpine dryas type, overgrazed-tundra browse lichen type, overgrazed-tundra sedge-weed type and overgrazed browse-grass type. Measured response: population density, diversity (presence of species)","Isabel C Barrio","Eeva Soininen",-24,77,22,10106,157,-188,345,98,-108,108,-146,452,102,18,67,231,58,189,64,-0.27239092498231,0.27536231884058,0.543915321389614,0.929792368159149,0.168412720133856,3.74318217184621,NA,NA,NA,NA,6.41195485327143,-163.302279,62.998351,TRUE
"534","Palmer, Rouse","Study of the Alaska tundra with reference to its reaction to reindeer and other grazing","Research Report",1945,"english",NA,"3415_e","Alaska",NA,"Pastolik",62.998351,-163.302279,"1927","not reported","not reported",1,"experimental",NA,"control-impact","field",NA,"simulated herbivory","clipping within a fenced area","none",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","not relevant","not reported","once","not redundant","individual",NA,"population/species",NA,"grasses, grasslike_plants, forbs, shrubs, mosses, lichens, species list available (pages 4-7)","not reported","not reported",NA,"several","population density, diversity","Rangifer_tarandus","other vertebrates","the study uses clipping and removing vegetation (but they look at potential effects on vegetation of reindeer and to a lesser extent muskoxen)","not reported",NA,"several","removal of plant parts, disturbance","not reported",NA,"not relevant",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",81.7017938201433,"G","not reported","denuded_corral_sites","fire",NA,"not reported","not reported","not reported","similar experimental manipulations at different sites  (sometimes several habitats at each site) --> separate evidence points. Original habitat list: different types of tundra vegetation: beach-transition type, sand-dune type, coast-sandspit grass-weed type, coast sandspit lichen-browse type, tundra-lichen type, wet-tundra sedge type, grass-browse type, woodland-moss type, alpine dryas type, overgrazed-tundra browse lichen type, overgrazed-tundra sedge-weed type and overgrazed browse-grass type. Measured response: population density, diversity (presence of species)","Isabel C Barrio","Eeva Soininen",-24,77,22,10106,157,-188,345,98,-108,108,-146,452,102,18,67,231,58,189,64,-0.27239092498231,0.27536231884058,0.543915321389614,0.929792368159149,0.168412720133856,3.74318217184621,NA,NA,NA,NA,6.41195485327143,-163.302279,62.998351,TRUE
"535","Palmer, Rouse","Study of the Alaska tundra with reference to its reaction to reindeer and other grazing","Research Report",1945,"english",NA,"3415_m","Alaska",NA,"Dexter Creek",64.646009,-165.420317,"1927","not reported","not reported",322,"experimental",NA,"control-impact","field",NA,"simulated herbivory","clipping within a fenced area","none",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","not relevant","not reported","once","not redundant","individual",NA,"population/species",NA,"grasses, grasslike_plants, forbs, shrubs, mosses, lichens, species list available (pages 4-7)","not reported","not reported",NA,"several","population density, diversity","Rangifer_tarandus","other vertebrates","the study uses clipping and removing vegetation (but they look at potential effects on vegetation of reindeer and to a lesser extent muskoxen)","not reported",NA,"several","removal of plant parts, disturbance","not reported",NA,"not relevant",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",24.3775489474169,"G","not reported","lichen_browse_tundra","fire",NA,"not reported","not reported","not reported","similar experimental manipulations at different sites  (sometimes several habitats at each site) --> separate evidence points. Original habitat list: different types of tundra vegetation: beach-transition type, sand-dune type, coast-sandspit grass-weed type, coast sandspit lichen-browse type, tundra-lichen type, wet-tundra sedge type, grass-browse type, woodland-moss type, alpine dryas type, overgrazed-tundra browse lichen type, overgrazed-tundra sedge-weed type and overgrazed browse-grass type. Measured response: population density, diversity (presence of species)","Isabel C Barrio","Eeva Soininen",-39,75,22,9669,134,-201,335,80,-127,87,-152,412,86,17,62,207,51,169,61,66.8278388761503,0.285474467845217,0.576562249634656,0.926022907119858,0.124945469094539,3.16713414475726,96.6257724816637,136.59038609666,0.496291322571914,0.217335564608986,5.93698437308627,-165.420317,64.646009,TRUE
"536","Palmer, Rouse","Study of the Alaska tundra with reference to its reaction to reindeer and other grazing","Research Report",1945,"english",NA,"3415_n","Alaska",NA,"Stuart Island",63.573586,-162.481941,"1927","not reported","not reported",14,"experimental",NA,"control-impact","field",NA,"simulated herbivory","clipping within a fenced area","none",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","not relevant","not reported","once","not redundant","individual",NA,"population/species",NA,"grasses, grasslike_plants, forbs, shrubs, mosses, lichens, species list available (pages 4-7)","not reported","not reported",NA,"several","population density, diversity","Rangifer_tarandus","other vertebrates","the study uses clipping and removing vegetation (but they look at potential effects on vegetation of reindeer and to a lesser extent muskoxen)","not reported",NA,"several","removal of plant parts, disturbance","not reported",NA,"not relevant",NA,"not reported","not reported","not reported",NA,"not reported","not reported","not reported","not reported",46.3417126239703,"G","not reported","overgrazed_browse-lichen_tundra","fire",NA,"not reported","not reported","not reported","similar experimental manipulations at different sites  (sometimes several habitats at each site) --> separate evidence points. Original habitat list: different types of tundra vegetation: beach-transition type, sand-dune type, coast-sandspit grass-weed type, coast sandspit lichen-browse type, tundra-lichen type, wet-tundra sedge type, grass-browse type, woodland-moss type, alpine dryas type, overgrazed-tundra browse lichen type, overgrazed-tundra sedge-weed type and overgrazed browse-grass type. Measured response: population density, diversity (presence of species)","Isabel C Barrio","Eeva Soininen",-30,78,21,10636,160,-199,359,98,-53,109,-158,425,100,17,69,222,55,178,63,NA,NA,NA,NA,0.168412720133856,3.74318217184621,100.360623535633,122.712623223958,0.362171194106602,0.338507321795166,6.41195485327143,-162.481941,63.573586,TRUE
