"author_list";"title";"journal";"year";"language";"language_comments";"evidence_point_ID";"country";"country_comments";"locality";"coordinates_N";"coordinates_E";"year_start";"year_end";"elevation";"elevation_DEM";"study_design";"study_design_comments";"experimental_design";"study_method";"study_method_comments";"exposure_quantification";"exposure_quantification_comments";"additional_exposures";"additional_treatments_comments";"extent_of_spatial_scale";"spatial_resolution_recorded";"spatial_resolution_reported";"extent_of_temporal_scale";"temporal_resolution";"redundancy";"biological_organization_level_recorded";"biological_organization_recorded_comments";"biological_organization_level_reported";"biological_organization_reported_comments";"identity_of_biological_organization_unit";"management_plant";"conservation_plant";"conservation_plant_comments";"measured_response_variable";"measured_response_comments";"herbivore_identity";"herbivore_type";"herbivore_type_comments";"herbivory_season";"herbivory_season_comment";"effect_type";"effect_type_comments";"management_herbivore";"management_herbivore_comments";"conservation_herbivore";"conservation_herbivore_comments";"management";"management_area";"conservation_study_area";"conservation_study_area_comment";"distance_to_treeline";"temperature";"temperature_measure";"precipitation";"precipitation_measure";"climate_axis_1";"climate_axis_2";"climate_axis_3";"growing_season";"distance_from_coast";"bioclimatic_zone";"soil_type.";"productivity";"productivity_P";"recent_warming";"recent_greening";"extent_of_recent_growing_season_change";"herbivore_diversity";"habitat_type_P";"habitat_type_C";"disturbance";"disturbance_comment";"permafrost";"food_web_context_other_herbivores";"food_web_context_predators";"conservation_focus";"comment";"coding.person";"coding.checked"
"Svensson";"Carbon allocation patterns in two closely related stoloniferous Vaccinium species";"Acta Oecologica";"1995";"english";NA;"2761_a";"Sweden";NA;"Abisko";"68.35";"18.81666667";"1991";"1991";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"simulated herbivory";NA;"none";NA;"1x1 km or less";"not relevant";"not relevant";"1";"once";"not redundant";"individual";NA;"population/species";NA;"Vaccinium_microcarpum";"not reported";"no concern";NA;"physiological response";NA;"not reported";"unknown";NA;"not reported";NA;"removal of plant parts";NA;"other";"not relevant";"not relevant";NA;"not reported";"not reported";"not reported";NA;NA;"-0.5";"annual_mean";"320";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"bog";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"The experiment involved clipping 2-5 mm of the apical region to reduce apical sink strength (not to simulate herbivory necessarily) on half of the plants (20/40). in reality they are not simulating herbivory, but they are cutting off the tips of plants to assess apical dominance. Response: C allocation to different plant parts. Habitat: Sphagnum bog with few vascular plants (Rubus chamaemorus, Empetrum hermaphroditum, Betula nana)";"Isabel C Barrio";"Isabel C Barrio"
"Oksanen, Moen";"Species-specific plant responses to exclusion of grazers in three Fennoscandian tundra habitats";"Écoscience";"1994";"english";NA;"2814_a";"Norway";NA;"Cakcaduottar";"69.666667";"24.5";"1977";"1985";"435_580";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"from  1x1 m to 10x10 m (including 10x10m)";"9";"annual";"not redundant";"population/species";NA;"population/species";NA;"Long species list. See appendix.";"not reported";"not reported";NA;"diversity";NA;"Lemmus_lemmus, Clethrionomys_rufocanus";"small rodents and pikas";NA;"not reported";NA;"removal of plant parts";NA;"non-managed";NA;"not reported";NA;"not reported";"not reported";"not reported";NA;NA;"27.9";"amplitude_monthly_means";"354";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"lichen_heath";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Three habitats. Altitude is 435 for lichen heath and the meadow, and 580 for the snowbed. Plots were not sampled in 1981. The study seems to be a re-analysis of previously published data, and the study design is probably better described there. Measured species-level but some exceptions where species were pooled to genus or groups of plants. Response: per cent change in dominance (% of total abundance of a certain species for each treatment and habitat) between 1977 and 1985. --> coded as diversity";"Ragnhild Bjørkås";"Isabel C Barrio"
"Oksanen, Moen";"Species-specific plant responses to exclusion of grazers in three Fennoscandian tundra habitats";"Écoscience";"1994";"english";NA;"2814_b";"Norway";NA;"Cakcaduottar";"69.666667";"24.5";"1977";"1985";"435_580";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"from  1x1 m to 10x10 m (including 10x10m)";"9";"annual";"not redundant";"population/species";NA;"population/species";NA;"Long species list. See appendix.";"not reported";"not reported";NA;"diversity";NA;"Lemmus_lemmus, Clethrionomys_rufocanus";"small rodents and pikas";NA;"not reported";NA;"removal of plant parts";NA;"non-managed";NA;"not reported";NA;"not reported";"not reported";"not reported";NA;NA;"27.9";"amplitude_monthly_means";"354";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"dry_meadow";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Three habitats. Altitude is 435 for lichen heath and the meadow, and 580 for the snowbed. Plots were not sampled in 1981. The study seems to be a re-analysis of previously published data, and the study design is probably better described there. Measured species-level but some exceptions where species were pooled to genus or groups of plants. Response: per cent change in dominance (% of total abundance of a certain species for each treatment and habitat) between 1977 and 1985. --> coded as diversity";"Ragnhild Bjørkås";"Isabel C Barrio"
"Oksanen, Moen";"Species-specific plant responses to exclusion of grazers in three Fennoscandian tundra habitats";"Écoscience";"1994";"english";NA;"2814_c";"Norway";NA;"Cakcaduottar";"69.666667";"24.5";"1977";"1985";"435_580";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"from  1x1 m to 10x10 m (including 10x10m)";"9";"annual";"not redundant";"population/species";NA;"population/species";NA;"Long species list. See appendix.";"not reported";"not reported";NA;"diversity";NA;"Lemmus_lemmus, Clethrionomys_rufocanus";"small rodents and pikas";NA;"not reported";NA;"removal of plant parts";NA;"non-managed";NA;"not reported";NA;"not reported";"not reported";"not reported";NA;NA;"27.9";"amplitude_monthly_means";"354";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"snowbed";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Three habitats. Altitude is 435 for lichen heath and the meadow, and 580 for the snowbed. Plots were not sampled in 1981. The study seems to be a re-analysis of previously published data, and the study design is probably better described there. Measured species-level but some exceptions where species were pooled to genus or groups of plants. Response: per cent change in dominance (% of total abundance of a certain species for each treatment and habitat) between 1977 and 1985. --> coded as diversity";"Ragnhild Bjørkås";"Isabel C Barrio"
"Ouellet, Boutin, Heard";"Responses To Simulated Grazing And Browsing Of Vegetation Available To Caribou In The Arctic";"Canadian Journal of Zoology";"1994";"english";NA;"2816_a";"Canada";NA;"Southampton Island";"64.2";"-83.366667";"1990";"1991";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"simulated herbivory";NA;"none";NA;"not reported";"not relevant";"not relevant";"2";"regular with intervals shorter than a year";"not redundant";"individual";NA;"population/species";NA;"Salix_lanata, Cassiope_tetragona, Dryas_integrifolia, Carex_scirpoidea, wet_meadow_sedges";"not reported";"not reported";NA;"several";"productivity, physiological response";"Rangifer_tarandus";"other vertebrates";NA;"summer";NA;"removal of plant parts";NA;"non-managed";NA;"other";"reintroduced and increasing";"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"sedge-willow_meadow, sedge-willow_bog, raised_lichen_Dryas_sedge";NA;"not reported";NA;NA;"mentioned";"not reported";"not reported";NA;"Isabel C Barrio";"Isabel C Barrio"
"Mutikainen, Ojala";"Simulated Herbivory And Air-Pollution - Growth And Reproduction Of An Evergreen Dwarf Shrub, Empetrum nigrum";"Acta Oecologica";"1993";"english";NA;"2861_a";"Finland";NA;"Kevo";"69.75";"27.166667";"1991";"1992";"110";NA;"experimental";NA;"control-impact";"field";NA;"simulated herbivory";NA;"several";"heavy metals, acid rain";"not reported";"not relevant";"not relevant";"2";"once";"not redundant";"individual";NA;"population/species";NA;"Empetrum_nigrum_hermaphroditum";"not reported";"no concern";NA;"several";"morphological measure, reproduction/recruitment";"insect_herbivores, small_rodents";"several";"small rodents and pikas, defoliating invertebrates";"not reported";NA;"removal of plant parts";NA;"not relevant";NA;"not relevant";NA;"not reported";"not reported";"not reported";NA;NA;"-2";"annual_mean";"380";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"birch_forest";NA;"not reported";NA;NA;"mentioned";"not reported";"not reported";"they do not mention specifically the habitat type but mention tree and field layer. Sounds like birch forest (with some pine) but I keep in, since I cannot tell how closed the forest is...";"Isabel C Barrio";"Isabel C Barrio"
"Ouellet, Heard, Boutin";"Range Impacts Following The Introduction Of Caribou On Southampton-Island, Northwest-Territories, Canada";"Arctic and Alpine Research";"1993";"english";NA;"2864_a";"Canada";NA;"Southampton Island";"64.2";"-83.366667";"1989";"1991";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"from  1x1 m to 10x10 m (including 10x10m)";"3";"annual";"not redundant";"population/species";NA;"groups of species";NA;"lichens, shrubs, graminoids_and_forbs, mosses, other";"not reported";"not reported";NA;"cover";NA;"Rangifer_tarandus";"other vertebrates";NA;"not reported";NA;"not reported";NA;"non-managed";NA;"other";"reintroduced and increasing";"not reported";"not reported";"not reported";NA;NA;"-11";"annual_mean";"130";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"lichen-heath_felsenmeer, sedge-willow_meadow, alluvial_shingle, raised_lichen_Dryas_sedge";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";NA;"Isabel C Barrio";"Isabel C Barrio"
"Zellmer, Clauss, Hik, Jefferies";"Growth-Responses Of Arctic Graminoids Following Grazing By Captive Lesser Snow Geese";"Oecologia";"1993";"english";NA;"2873_a";"Canada";NA;"La Pérouse Bay";"58.75";"-93.5";"1987";"1988";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"enclosure";"captive goslings";"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"2";"irregular with intervals shorter than a year";"not redundant";"population/species";NA;"population/species";NA;"Carex_subspathacea, Festuca_rubra, Calamagrostis_deschampsioides";"not reported";"not reported";NA;"several";"biomass, productivity, physiological response";"Chen_caerulescens_caerulescens";"waterfowl";NA;"several";"spring, summer";"several";"removal of plant parts, disturbance, fertilizing";"non-managed";NA;"increased/range expansion";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"salt_marsh";NA;"geomorphological issues";"isostatic uplift";NA;"not reported";"not reported";"not reported";NA;"Isabel C Barrio";"Isabel C Barrio"
"Hik, Jefferies, Sinclair";"Foraging by geese, isostatic uplift and asymmetry in the development of salt-marsh plant-communities";"Journal of Ecology";"1992";"english";NA;"2909_a";"Canada";NA;"La Pérouse Bay";"58.75";"-93.5";"1986";"1989";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"from 1x1 km to 10x10 km";"up to  1x1 m (including 1x1 m)";"not reported";"4";"irregular with intervals longer than a year";"not redundant";"population/species";NA;"community";NA;"total_community";"not reported";"not reported";NA;"several";"biomass, reproduction/recruitment";"Chen_caerulescens_caerulescens";"waterfowl";NA;"summer";NA;"several";"removal of plant parts, disturbance";"several";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"salt_marsh";NA;"geomorphological issues";"isostatic uplift";NA;"not reported";"not reported";"not reported";"study reports data from three experiments, one published (Bazely and Jefferies 1983), the other two (exclosure and enclosure)--> 2 evidence points";"Isabell Eischeid";"Isabel C Barrio"
"Hik, Jefferies, Sinclair";"Foraging by geese, isostatic uplift and asymmetry in the development of salt-marsh plant-communities";"Journal of Ecology";"1992";"english";NA;"2909_b";"Canada";NA;"La Pérouse Bay";"58.75";"-93.5";"1986";"1989";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"enclosure";"captive goslings";"none";NA;"from 1x1 km to 10x10 km";"up to  1x1 m (including 1x1 m)";"not reported";"4";"irregular with intervals longer than a year";"not redundant";"population/species";NA;"community";NA;"total_community";"not reported";"not reported";NA;"several";"biomass, reproduction/recruitment";"Chen_caerulescens_caerulescens";"waterfowl";NA;"summer";NA;"several";"removal of plant parts, disturbance";"several";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"salt_marsh";NA;"geomorphological issues";"isostatic uplift";NA;"not reported";"not reported";"not reported";"study reports data from three experiments, one published (Bazely and Jefferies 1983), the other two (exclosure and enclosure)--> 2 evidence points";"Isabell Eischeid";"Isabel C Barrio"
"Hoogesteger, Karlsson";"Effects of defoliation on radial stem growth and photosynthesis in the mountain birch (Betula pubescens ssp. tortuosa)";"Functional Ecology";"1992";"english";NA;"2912_a";"Sweden";NA;"Abisko";"68.35";"18.816667";"1985";"1989";"400_450";NA;"experimental";NA;"control-impact";"field";NA;"simulated herbivory";NA;"none";NA;"from 10x10 km to 100x100 km";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"5";"annual";"not redundant";"individual";NA;"individual";NA;"Betula_pubescens_tortuosa";"not reported";"not reported";NA;"several";"morphological measure, physiological response";"Epirrita_autumnata";"defoliating invertebrates";NA;"summer";NA;"removal of plant parts";NA;"non-managed";NA;"not reported";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"dry_dwarf- shrub_heath";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"morphological measure (regrowth of leaves and ring width), physiological response (N and P content of leaves, photosynthesis rate). There are 2 experiments, but with similar treatments and in similar areas. Therefore kept as one evidence point. Different levels of simulated herbivory by Epirrita autumnata  (0, 50 and 100% defoliation)";"Ragnhild Bjørkås";"Isabel C Barrio"
"Cloutier, Filion";"Recent outbreak of the Larch sawfly, Pristiphora erichsonii (Hartig), in Sub-Arctic Quebec";"Canadian Entomologist";"1991";"english";NA;"2954_a";"Canada";NA;"Kuujjuarapik";"55.276849";"-77.733744";"1988";"1989";"nor reported";NA;"observational";NA;"not relevant";"field";NA;"spatial contrast/gradient";NA;"none";NA;"from 100x100 km to 1000x1000 km";"not relevant";"not relevant";"2";"once";"not redundant";"individual";NA;"individual";NA;"Larix_laricina";"not reported";"not reported";NA;"morphological measure";NA;"Pristiphora_erichsonii";"defoliating invertebrates";NA;"not reported";NA;"removal of plant parts";NA;"non-managed";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"forest_tundra";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"forest tundra (the study also presents other sites in boreal forest, which I am not including here). One evidence point per site, since they are reported separately. describing patterns of sawfly outbreaks dating shoots of larch and their effects on shoot production";"Isabel C Barrio";"Isabel C Barrio"
"Cloutier, Filion";"Recent outbreak of the Larch sawfly, Pristiphora erichsonii (Hartig), in Sub-Arctic Quebec";"Canadian Entomologist";"1991";"english";NA;"2954_b";"Canada";NA;"Lac Guillaume-Delisle";"56.537923";"-76.363732";"1988";"1989";"nor reported";NA;"observational";NA;"not relevant";"field";NA;"spatial contrast/gradient";NA;"none";NA;"from 100x100 km to 1000x1000 km";"not relevant";"not relevant";"2";"once";"not redundant";"individual";NA;"individual";NA;"Larix_laricina";"not reported";"not reported";NA;"morphological measure";NA;"Pristiphora_erichsonii";"defoliating invertebrates";NA;"not reported";NA;"removal of plant parts";NA;"non-managed";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"forest_tundra";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"forest tundra (the study also presents other sites in boreal forest, which I am not including here). One evidence point per site, since they are reported separately. describing patterns of sawfly outbreaks dating shoots of larch and their effects on shoot production";"Isabel C Barrio";"Isabel C Barrio"
"Cloutier, Filion";"Recent outbreak of the Larch sawfly, Pristiphora erichsonii (Hartig), in Sub-Arctic Quebec";"Canadian Entomologist";"1991";"english";NA;"2954_c";"Canada";NA;"Lac à l'Eau Claire";"56.260461";"-74.247946";"1988";"1989";"nor reported";NA;"observational";NA;"not relevant";"field";NA;"spatial contrast/gradient";NA;"none";NA;"from 100x100 km to 1000x1000 km";"not relevant";"not relevant";"2";"once";"not redundant";"individual";NA;"individual";NA;"Larix_laricina";"not reported";"not reported";NA;"morphological measure";NA;"Pristiphora_erichsonii";"defoliating invertebrates";NA;"not reported";NA;"removal of plant parts";NA;"non-managed";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"forest_tundra";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"forest tundra (the study also presents other sites in boreal forest, which I am not including here). One evidence point per site, since they are reported separately. describing patterns of sawfly outbreaks dating shoots of larch and their effects on shoot production";"Isabel C Barrio";"Isabel C Barrio"
"Cloutier, Filion";"Recent outbreak of the Larch sawfly, Pristiphora erichsonii (Hartig), in Sub-Arctic Quebec";"Canadian Entomologist";"1991";"english";NA;"2954_d";"Canada";NA;"Rivière Boniface";"57.676956";"-76.538569";"1988";"1989";"nor reported";NA;"observational";NA;"not relevant";"field";NA;"spatial contrast/gradient";NA;"none";NA;"from 100x100 km to 1000x1000 km";"not relevant";"not relevant";"2";"once";"not redundant";"individual";NA;"individual";NA;"Larix_laricina";"not reported";"not reported";NA;"morphological measure";NA;"Pristiphora_erichsonii";"defoliating invertebrates";NA;"not reported";NA;"removal of plant parts";NA;"non-managed";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"forest_tundra";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"forest tundra (the study also presents other sites in boreal forest, which I am not including here). One evidence point per site, since they are reported separately. describing patterns of sawfly outbreaks dating shoots of larch and their effects on shoot production";"Isabel C Barrio";"Isabel C Barrio"
"Cloutier, Filion";"Recent outbreak of the Larch sawfly, Pristiphora erichsonii (Hartig), in Sub-Arctic Quebec";"Canadian Entomologist";"1991";"english";NA;"2954_e";"Canada";NA;"Lac Kakiattuq";"57.986992";"-74.993596";"1988";"1989";"nor reported";NA;"observational";NA;"not relevant";"field";NA;"spatial contrast/gradient";NA;"none";NA;"from 100x100 km to 1000x1000 km";"not relevant";"not relevant";"2";"once";"not redundant";"individual";NA;"individual";NA;"Larix_laricina";"not reported";"not reported";NA;"morphological measure";NA;"Pristiphora_erichsonii";"defoliating invertebrates";NA;"not reported";NA;"removal of plant parts";NA;"non-managed";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"forest_tundra";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"forest tundra (the study also presents other sites in boreal forest, which I am not including here). One evidence point per site, since they are reported separately. Herbivore: larch sawfly (Pristiphora erichsonii)";"Isabel C Barrio";"Isabel C Barrio"
"Iacobelli, Jefferies";"Inverse Salinity Gradients In Coastal Marshes And The Death Of Stands Of Salix - The Effects Of Grubbing By Geese";"Journal of Ecology";"1991";"english";NA;"2961_a";"Canada";NA;"La Pérouse Bay";"58.75";"-93.5";"1987";"1987";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"simulated herbivory";NA;"none";NA;"not reported";"not relevant";"not relevant";"1";"once";"not redundant";"individual";NA;"individual";NA;"Salix_brachycarpa_brachycarpa";"not reported";"not reported";NA;"several";"other demographic measure, physiological response";"Chen_caerulescens_caerulescens";"waterfowl";NA;"spring";NA;"disturbance";NA;"non-managed";NA;"increased/range expansion";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"saltmarsh";NA;"geomorphological issues";"isostatic uplift";NA;"not reported";"not reported";"not reported";"Response: other demographic measure (leaf senescence and leaf fall), physiological response (plant quality). Simulated grubbing";"Isabel C Barrio";"Isabel C Barrio"
"Jónsdóttir";"Effects of grazing on tiller size and population dynamics in a clonal sedge (Carex bigelowii)";"Oikos";"1991";"english";NA;"2963_a";"Iceland";NA;"Hnausheidi";"64.376028";"-19.983583";"1970";"1984";"270";NA;"quasi-experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"15";"once";"not redundant";"individual";NA;"population/species";NA;"Carex_bigelowii, Racomitrium_lanuginosum";"not reported";"not reported";NA;"several";"population density, other demographic measure, biomass";"Ovis_aries";"other vertebrates";NA;"summer";NA;"not reported";NA;"domesticated";NA;"no concern";NA;"managed herbivore";"historical and current";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"moss_heath";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"2 sites at 2 elevations --> 2 evidence points. Response: population density, other demographic measure (nr tillers, population dynamics), biomass (allocation to different plant parts)";"Isabel C Barrio";"Isabel C Barrio"
"Jónsdóttir";"Effects of grazing on tiller size and population dynamics in a clonal sedge (Carex bigelowii)";"Oikos";"1991";"english";NA;"2963_b";"Iceland";NA;"Audkuluheidi";"65.2";"-19.7";"1975";"1985";"470";NA;"quasi-experimental";NA;"control-impact";"field";NA;"enclosure";NA;"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"11";"once";"not redundant";"individual";NA;"population/species";NA;"Carex bigelowii and Racomitrium lanuginosum";"not reported";"not reported";NA;"several";"population density, other demographic measure, biomass";"Ovis_aries";"other vertebrates";NA;"summer";NA;"not reported";NA;"domesticated";NA;"no concern";NA;"managed herbivore";"historical and current";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"moss_heath";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"2 sites at 2 elevations --> 2 evidence points. Response: population density, other demographic measure (nr tillers, population dynamics), biomass (allocation to different plant parts)";"Isabel C Barrio";"Isabel C Barrio"
"Moen";"Summer grazing by voles and lemmings upon sub-arctic snow-bed and tall herb meadow vegetation - an enclosure experiment";"Holarctic Ecology";"1990";"english";NA;"3014_a";"Norway";NA;"Ceavdni";"69.766667";"23.966667";"1986";"1986";"530";NA;"experimental";NA;"control-impact";"field";NA;"enclosure";NA;"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"from  1x1 m to 10x10 m (including 10x10m)";"1";"regular with intervals shorter than a year";"not redundant";"groups of species";NA;"groups of species";NA;"woody_plants, prostrate_herbs, low_herbs, rosette_herbs, tall_herbs, rhizomatous_graminoids, tall_graminoids";"not reported";"not reported";NA;"several";"biomass, direct signs of herbivory, survival/mortality";"Lemmus_lemmus, Myodes_rufocanus";"small rodents and pikas";NA;"not reported";NA;"not reported";NA;"non-managed";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"low productivity";NA;NA;NA;NA;"snow-bed";NA;"not reported";NA;NA;"not reported";"mentioned";"not reported";NA;"Isabel C Barrio";"Eeva Soininen"
"Moen";"Summer grazing by voles and lemmings upon sub-arctic snow-bed and tall herb meadow vegetation - an enclosure experiment";"Holarctic Ecology";"1990";"english";NA;"3014_b";"Norway";NA;"Ceavdni";"69.766667";"23.966667";"1986";"1986";"440";NA;"experimental";NA;"control-impact";"field";NA;"enclosure";NA;"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"from  1x1 m to 10x10 m (including 10x10m)";"1";"regular with intervals shorter than a year";"not redundant";"groups of species";NA;"groups of species";NA;"woody_plants, prostrate_herbs, low_herbs, rosette_herbs, tall_herbs, rhizomatous_graminoids, tall_graminoids";"not reported";"not reported";NA;"several";"biomass, direct signs of herbivory, survival/mortality";"Lemmus_lemmus, Myodes_rufocanus";"small rodents and pikas";NA;"not reported";NA;"not reported";NA;"non-managed";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"low productivity";NA;NA;NA;NA;"tall_herb_meadow";NA;"not reported";NA;NA;"not reported";"mentioned";"not reported";NA;"Isabel C Barrio";"Eeva Soininen"
"Bazely, Jefferies";"Leaf and shoot demography of an Arctic stoloniferous grass, Puccinellia phryganodes, in response to grazing";"Journal of Ecology";"1989";"english";NA;"3030_a";"Canada";NA;"La Pérouse Bay";"58.066667";"-94.05";"1983";"1983";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"1";"irregular with intervals shorter than a year";"not redundant";"individual";NA;"individual";NA;"Puccinellia_phryganodes";"not reported";"not reported";NA;"other demographic measure";"tiller and leaf demography";"Chen_caerulescens_caerulescens";"waterfowl";NA;"spring";"(early season: mid-June)";"not reported";NA;"non-managed";NA;"increased/range expansion";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"salt-marshes";NA;"other";"isostatic uplift";NA;"not reported";"not reported";"not reported";NA;"Isabel C Barrio";"Eeva Soininen"
"Kotanen, Jefferies";"Responses of Arctic sedges to release from grazing - leaf demography of Carex x Flavicans";"Canadian Journal of Botany";"1989";"english";NA;"3032_a";"Canada";NA;"La Pérouse Bay";"58.066667";"-94.05";"1985";"1985";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"1";"irregular with intervals shorter than a year";"not redundant";"individual";NA;"individual";NA;"Carex_x_flavicans";"not reported";"not reported";NA;"other demographic measure";"shoot and leaf demography";"Chen_caerulescens_caerulescens";"waterfowl";NA;"summer";NA;"removal of plant parts";NA;"non-managed";NA;"increased/range expansion";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"freshwater_habitats";NA;"other";"isostatic uplift";NA;"not reported";"not reported";"not reported";NA;"Isabel C Barrio";"Eeva Soininen"
